,index,gene,pagerank_score,source_disease,ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
80,80,PTCH1,0.0019897518540602,NeuroticDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
80,80,PTCH1,0.0019897518540602,UnipolarDepression,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
82,82,ROBO2,0.0019810461313688,Schizophrenia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
82,82,ROBO2,0.0019810461313688,UnipolarDepression,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
83,83,MAPK1,0.0019757453465736,MS,ENSG00000100030,Tier 1,MAPK1,22,22108789.0,22221970.0,-1.0,mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:6871],1.0,1.0,1.0,1.0
84,84,EDNRA,0.0019585194335442,BrainAneurysm,ENSG00000151617,Tier 1,EDNRA,4,148402069.0,148466106.0,1.0,endothelin receptor type A [Source:HGNC Symbol;Acc:3179],2.0,1.0,1.0,1.0
85,85,CRHR1,0.0019415432379518,PD,ENSG00000120088,Tier 1,CRHR1,17,43699267.0,43913194.0,1.0,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:2357],18.0,1.0,1.0,1.0
85,85,CRHR1,0.0019415432379518,Schizophrenia,ENSG00000120088,Tier 1,CRHR1,17,43699267.0,43913194.0,1.0,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:2357],18.0,1.0,1.0,1.0
85,85,CRHR1,0.0019415432379518,UnipolarDepression,ENSG00000120088,Tier 1,CRHR1,17,43699267.0,43913194.0,1.0,corticotropin releasing hormone receptor 1 [Source:HGNC Symbol;Acc:2357],18.0,1.0,1.0,1.0
86,86,MAPK3,0.0019319519926951,MS,ENSG00000102882,Tier 1,MAPK3,16,30125426.0,30134827.0,-1.0,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:6877],1.0,1.0,1.0,1.0
89,89,MAP4K4,0.0018565881997868,PD,ENSG00000071054,Tier 1,MAP4K4,2,102313312.0,102511149.0,1.0,mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:6866],0.0,1.0,1.0,1.0
90,90,LRIG1,0.0018514117335486,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
93,93,MPO,0.0017534738135553,AD,ENSG00000005381,Tier 1,MPO,17,56347217.0,56358296.0,-1.0,myeloperoxidase [Source:HGNC Symbol;Acc:7218],1.0,1.0,1.0,1.0
94,94,TYK2,0.0017357842542778,MS,ENSG00000105397,Tier 1,TYK2,19,10461209.0,10491352.0,-1.0,tyrosine kinase 2 [Source:HGNC Symbol;Acc:12440],7.0,1.0,1.0,1.0
95,95,EPHA5,0.001722843360162,Schizophrenia,ENSG00000145242,Tier 1,EPHA5,4,66185281.0,66536213.0,-1.0,EPH receptor A5 [Source:HGNC Symbol;Acc:3389],0.0,1.0,1.0,1.0
96,96,ADGRV1,0.001708962947054,EssentialTremor,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
96,96,ADGRV1,0.001708962947054,Schizophrenia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
97,97,SEMA6D,0.0016896310719371,AnorexiaNervosa,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
97,97,SEMA6D,0.0016896310719371,MajorDepressiveDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
97,97,SEMA6D,0.0016896310719371,RestlessLeg,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
97,97,SEMA6D,0.0016896310719371,Schizophrenia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
97,97,SEMA6D,0.0016896310719371,UnipolarDepression,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
98,98,SLIT3,0.0016827495435608,BipolarDisorder,ENSG00000184347,Tier 3A,SLIT3,5,168088745.0,168728133.0,-1.0,slit homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:11087],3.0,1.0,1.0,1.0
100,100,PLCB1,0.0016756594928024,PartialEpilepsy,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
102,102,NID1,0.0016467865464167,PartialEpilepsy,ENSG00000116962,Tier 3A,NID1,1,236139130.0,236228462.0,-1.0,nidogen 1 [Source:HGNC Symbol;Acc:7821],0.0,1.0,1.0,1.0
103,103,LGI1,0.0016238849826584,PartialEpilepsy,ENSG00000108231,Tier 3B,LGI1,10,95517566.0,95557916.0,1.0,"leucine-rich, glioma inactivated 1 [Source:HGNC Symbol;Acc:6572]",0.0,1.0,1.0,1.0
104,104,SHANK2,0.0016237607616371,BipolarDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
104,104,SHANK2,0.0016237607616371,UnipolarDepression,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
105,105,NMUR2,0.0016237607616371,AnorexiaNervosa,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,1.0
105,105,NMUR2,0.0016237607616371,BipolarDisorder,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,1.0
105,105,NMUR2,0.0016237607616371,MigraineDisorder,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,1.0
105,105,NMUR2,0.0016237607616371,OCD,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,1.0
105,105,NMUR2,0.0016237607616371,Schizophrenia,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,1.0
105,105,NMUR2,0.0016237607616371,TouretteSyndrome,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,1.0
105,105,NMUR2,0.0016237607616371,UnipolarDepression,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,1.0
106,106,NEGR1,0.0016237607616371,AnorexiaNervosa,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
106,106,NEGR1,0.0016237607616371,BipolarDisorder,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
106,106,NEGR1,0.0016237607616371,MajorDepressiveDisorder,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
106,106,NEGR1,0.0016237607616371,OCD,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
106,106,NEGR1,0.0016237607616371,Schizophrenia,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
106,106,NEGR1,0.0016237607616371,TouretteSyndrome,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
106,106,NEGR1,0.0016237607616371,UnipolarDepression,ENSG00000172260,Tier 3A,NEGR1,1,71861623.0,72748417.0,-1.0,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],10.0,1.0,1.0,1.0
108,108,MERTK,0.0016198489337558,MS,ENSG00000153208,Tier 1,MERTK,2,112656056.0,112787138.0,1.0,c-mer proto-oncogene tyrosine kinase [Source:HGNC Symbol;Acc:7027],2.0,1.0,1.0,1.0
110,110,PTPRG,0.0016161984905377,AD,ENSG00000144724,Tier 3A,PTPRG,3,61547243.0,62283288.0,1.0,"protein tyrosine phosphatase, receptor type, G [Source:HGNC Symbol;Acc:9671]",0.0,1.0,1.0,1.0
116,116,IL2,0.0015189006191819,BipolarDisorder,ENSG00000109471,Tier 1,IL2,4,123372625.0,123377880.0,-1.0,interleukin 2 [Source:HGNC Symbol;Acc:6001],9.0,1.0,1.0,1.0
116,116,IL2,0.0015189006191819,UnipolarDepression,ENSG00000109471,Tier 1,IL2,4,123372625.0,123377880.0,-1.0,interleukin 2 [Source:HGNC Symbol;Acc:6001],9.0,1.0,1.0,1.0
118,118,PLXNA4,0.0014785298068369,BipolarDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
118,118,PLXNA4,0.0014785298068369,Schizophrenia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
121,121,SYNJ1,0.0014667311657548,PD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
123,123,ATM,0.0014467884971252,PD,ENSG00000149311,Tier 2,ATM,11,108093211.0,108239829.0,1.0,ataxia telangiectasia mutated [Source:HGNC Symbol;Acc:795],3.0,1.0,1.0,1.0
124,124,CSF1R,0.0014175869226407,AD,ENSG00000182578,Tier 1,CSF1R,5,149432854.0,149492935.0,-1.0,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:2433],0.0,1.0,1.0,1.0
124,124,CSF1R,0.0014175869226407,FrontotemporalDementia,ENSG00000182578,Tier 1,CSF1R,5,149432854.0,149492935.0,-1.0,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:2433],0.0,1.0,1.0,1.0
124,124,CSF1R,0.0014175869226407,PD,ENSG00000182578,Tier 1,CSF1R,5,149432854.0,149492935.0,-1.0,colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:2433],0.0,1.0,1.0,1.0
125,125,GRIN2A,0.0014168017559012,AnorexiaNervosa,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
125,125,GRIN2A,0.0014168017559012,BipolarDisorder,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
125,125,GRIN2A,0.0014168017559012,OCD,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
125,125,GRIN2A,0.0014168017559012,PartialEpilepsy,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
125,125,GRIN2A,0.0014168017559012,Schizophrenia,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
125,125,GRIN2A,0.0014168017559012,TouretteSyndrome,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
125,125,GRIN2A,0.0014168017559012,UnipolarDepression,ENSG00000183454,Tier 1,GRIN2A,16,9852376.0,10276611.0,-1.0,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A [Source:HGNC Symbol;Acc:4585]",3.0,1.0,1.0,1.0
126,126,SCN9A,0.001413367786044,PartialEpilepsy,ENSG00000169432,Tier 1,SCN9A,2,167051695.0,167232503.0,-1.0,"sodium channel, voltage-gated, type IX, alpha subunit [Source:HGNC Symbol;Acc:10597]",0.0,1.0,1.0,1.0
127,127,ERBB2,0.001408421691752,BipolarDisorder,ENSG00000141736,Tier 1,ERBB2,17,37844167.0,37886679.0,1.0,v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 [Source:HGNC Symbol;Acc:3430],3.0,1.0,1.0,1.0
130,130,CLEC2D,0.001398716244002,MS,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
131,131,DCLK3,0.0013733067671411,AnorexiaNervosa,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,1.0,1.0
131,131,DCLK3,0.0013733067671411,BipolarDisorder,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,1.0,1.0
131,131,DCLK3,0.0013733067671411,OCD,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,1.0,1.0
131,131,DCLK3,0.0013733067671411,Schizophrenia,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,1.0,1.0
131,131,DCLK3,0.0013733067671411,TouretteSyndrome,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,1.0,1.0
131,131,DCLK3,0.0013733067671411,UnipolarDepression,ENSG00000163673,Tier 1,DCLK3,3,36753913.0,36781352.0,-1.0,doublecortin-like kinase 3 [Source:HGNC Symbol;Acc:19005],0.0,1.0,1.0,1.0
133,133,FES,0.001366834331152,AnorexiaNervosa,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,1.0,1.0
133,133,FES,0.001366834331152,BipolarDisorder,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,1.0,1.0
133,133,FES,0.001366834331152,MajorDepressiveDisorder,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,1.0,1.0
133,133,FES,0.001366834331152,OCD,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,1.0,1.0
133,133,FES,0.001366834331152,Schizophrenia,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,1.0,1.0
133,133,FES,0.001366834331152,TouretteSyndrome,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,1.0,1.0
133,133,FES,0.001366834331152,UnipolarDepression,ENSG00000182511,Tier 2,FES,15,91426925.0,91439006.0,1.0,feline sarcoma oncogene [Source:HGNC Symbol;Acc:3657],4.0,1.0,1.0,1.0
135,135,CNTN4,0.0013659009016166,AnorexiaNervosa,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
135,135,CNTN4,0.0013659009016166,BipolarDisorder,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
135,135,CNTN4,0.0013659009016166,OCD,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
135,135,CNTN4,0.0013659009016166,Schizophrenia,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
135,135,CNTN4,0.0013659009016166,TouretteSyndrome,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
135,135,CNTN4,0.0013659009016166,UnipolarDepression,ENSG00000144619,Tier 3A,CNTN4,3,2140497.0,3099645.0,1.0,contactin 4 [Source:HGNC Symbol;Acc:2174],2.0,1.0,1.0,1.0
136,136,CSF3,0.0013639278870781,BipolarDisorder,ENSG00000108342,Tier 3A,CSF3,17,38171614.0,38174066.0,1.0,colony stimulating factor 3 (granulocyte) [Source:HGNC Symbol;Acc:2438],8.0,1.0,1.0,1.0
138,138,TREM2,0.0013627890688531,FrontotemporalDementia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
139,139,CHRNA7,0.0013583774784594,PartialEpilepsy,ENSG00000175344,Tier 1,CHRNA7,15,32322691.0,32464722.0,1.0,"cholinergic receptor, nicotinic, alpha 7 (neuronal) [Source:HGNC Symbol;Acc:1960]",0.0,1.0,1.0,1.0
142,142,MMP3,0.0013529973029418,AD,ENSG00000149968,Tier 1,MMP3,11,102706532.0,102714534.0,-1.0,"matrix metallopeptidase 3 (stromelysin 1, progelatinase) [Source:HGNC Symbol;Acc:7173]",7.0,1.0,1.0,1.0
144,144,ABCB1,0.0013441201371739,Schizophrenia,ENSG00000085563,Tier 1,ABCB1,7,87133175.0,87342611.0,-1.0,"ATP-binding cassette, sub-family B (MDR/TAP), member 1 [Source:HGNC Symbol;Acc:40]",0.0,1.0,1.0,1.0
145,145,INPP5D,0.0013432831408133,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
147,147,CD33,0.0013371602639826,AD,ENSG00000105383,Tier 1,CD33,19,51728320.0,51747115.0,1.0,CD33 molecule [Source:HGNC Symbol;Acc:1659],1.0,1.0,1.0,1.0
154,154,CD86,0.0012899747936994,MS,ENSG00000114013,Tier 1,CD86,3,121774213.0,121839983.0,1.0,CD86 molecule [Source:HGNC Symbol;Acc:1705],1.0,1.0,1.0,1.0
155,155,PLA2G6,0.001288065530286,PD,ENSG00000184381,Tier 2,PLA2G6,22,38507502.0,38601697.0,-1.0,"phospholipase A2, group VI (cytosolic, calcium-independent) [Source:HGNC Symbol;Acc:9039]",4.0,1.0,1.0,1.0
158,158,PLCG2,0.001264902704501,AD,ENSG00000197943,Tier 2,PLCG2,16,81772702.0,81991899.0,1.0,"phospholipase C, gamma 2 (phosphatidylinositol-specific) [Source:HGNC Symbol;Acc:9066]",0.0,1.0,1.0,1.0
159,159,FCGR2A,0.0012190366473683,PD,ENSG00000143226,Tier 3A,FCGR2A,1,161475220.0,161493803.0,1.0,"Fc fragment of IgG, low affinity IIa, receptor (CD32) [Source:HGNC Symbol;Acc:3616]",6.0,1.0,1.0,1.0
162,162,CALCA,0.0012032627541918,MigraineDisorder,ENSG00000110680,Tier 1,CALCA,11,14988214.0,14993900.0,-1.0,calcitonin-related polypeptide alpha [Source:HGNC Symbol;Acc:1437],0.0,1.0,1.0,1.0
163,163,PDGFRB,0.0011987482089792,PD,ENSG00000113721,Tier 1,PDGFRB,5,149493400.0,149535435.0,-1.0,"platelet-derived growth factor receptor, beta polypeptide [Source:HGNC Symbol;Acc:8804]",0.0,1.0,1.0,1.0
170,170,CD226,0.0011375647049817,MS,ENSG00000150637,Tier 3A,CD226,18,67498394.0,67629039.0,-1.0,CD226 molecule [Source:HGNC Symbol;Acc:16961],7.0,1.0,1.0,1.0
177,177,SCN1A,0.001120664190045,MigraineDisorder,ENSG00000144285,Tier 1,SCN1A,2,166845670.0,166984523.0,-1.0,"sodium channel, voltage-gated, type I, alpha subunit [Source:HGNC Symbol;Acc:10585]",6.0,1.0,1.0,1.0
177,177,SCN1A,0.001120664190045,MigraineWithAura,ENSG00000144285,Tier 1,SCN1A,2,166845670.0,166984523.0,-1.0,"sodium channel, voltage-gated, type I, alpha subunit [Source:HGNC Symbol;Acc:10585]",6.0,1.0,1.0,1.0
177,177,SCN1A,0.001120664190045,PartialEpilepsy,ENSG00000144285,Tier 1,SCN1A,2,166845670.0,166984523.0,-1.0,"sodium channel, voltage-gated, type I, alpha subunit [Source:HGNC Symbol;Acc:10585]",6.0,1.0,1.0,1.0
178,178,SCN3A,0.001120664190045,BipolarDisorder,ENSG00000153253,Tier 1,SCN3A,2,165944032.0,166060577.0,-1.0,"sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:10590]",0.0,1.0,1.0,1.0
178,178,SCN3A,0.001120664190045,PartialEpilepsy,ENSG00000153253,Tier 1,SCN3A,2,165944032.0,166060577.0,-1.0,"sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:10590]",0.0,1.0,1.0,1.0
178,178,SCN3A,0.001120664190045,PD,ENSG00000153253,Tier 1,SCN3A,2,165944032.0,166060577.0,-1.0,"sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:10590]",0.0,1.0,1.0,1.0
179,179,SCN2A,0.001120664190045,BipolarDisorder,ENSG00000136531,Tier 1,SCN2A,2,166095912.0,166248818.0,1.0,"sodium channel, voltage-gated, type II, alpha subunit [Source:HGNC Symbol;Acc:10588]",1.0,1.0,1.0,1.0
179,179,SCN2A,0.001120664190045,PartialEpilepsy,ENSG00000136531,Tier 1,SCN2A,2,166095912.0,166248818.0,1.0,"sodium channel, voltage-gated, type II, alpha subunit [Source:HGNC Symbol;Acc:10588]",1.0,1.0,1.0,1.0
179,179,SCN2A,0.001120664190045,PD,ENSG00000136531,Tier 1,SCN2A,2,166095912.0,166248818.0,1.0,"sodium channel, voltage-gated, type II, alpha subunit [Source:HGNC Symbol;Acc:10588]",1.0,1.0,1.0,1.0
183,183,SORL1,0.0011135857461024,AD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
184,184,MAPT,0.0011135857461024,AD,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
184,184,MAPT,0.0011135857461024,FrontotemporalDementia,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
184,184,MAPT,0.0011135857461024,NeuroticDisorder,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
184,184,MAPT,0.0011135857461024,PD,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
184,184,MAPT,0.0011135857461024,ProgressiveSupranuclearPalsy,ENSG00000186868,Tier 1,MAPT,17,43971748.0,44105700.0,1.0,microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893],19.0,1.0,1.0,1.0
186,186,SLC6A4,0.0011135857461024,OCD,ENSG00000108576,Tier 1,SLC6A4,17,28521337.0,28563020.0,-1.0,"solute carrier family 6 (neurotransmitter transporter), member 4 [Source:HGNC Symbol;Acc:11050]",1.0,1.0,1.0,1.0
187,187,LINGO1,0.0011135857461024,EssentialTremor,ENSG00000169783,Tier 1,LINGO1,15,77905369.0,78113242.0,-1.0,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],1.0,1.0,1.0,1.0
187,187,LINGO1,0.0011135857461024,NeuroticDisorder,ENSG00000169783,Tier 1,LINGO1,15,77905369.0,78113242.0,-1.0,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],1.0,1.0,1.0,1.0
187,187,LINGO1,0.0011135857461024,Schizophrenia,ENSG00000169783,Tier 1,LINGO1,15,77905369.0,78113242.0,-1.0,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],1.0,1.0,1.0,1.0
187,187,LINGO1,0.0011135857461024,UnipolarDepression,ENSG00000169783,Tier 1,LINGO1,15,77905369.0,78113242.0,-1.0,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],1.0,1.0,1.0,1.0
190,190,VANGL2,0.0011135857461024,MS,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
191,191,CD58,0.0011028707332872,MS,ENSG00000116815,Tier 3A,CD58,1,117057157.0,117113661.0,-1.0,CD58 molecule [Source:HGNC Symbol;Acc:1688],3.0,1.0,1.0,1.0
194,194,EDAR,0.0010823951081325,AD,ENSG00000135960,Tier 3A,EDAR,2,109510927.0,109605828.0,-1.0,ectodysplasin A receptor [Source:HGNC Symbol;Acc:2895],0.0,1.0,1.0,1.0
195,195,SLITRK1,0.0010822940544543,TouretteSyndrome,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
196,196,CD6,0.0010803195384759,MS,ENSG00000013725,Tier 1,CD6,11,60739115.0,60787849.0,1.0,CD6 molecule [Source:HGNC Symbol;Acc:1691],3.0,1.0,1.0,1.0
198,198,LRFN5,0.0010703281086749,AnorexiaNervosa,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
198,198,LRFN5,0.0010703281086749,BipolarDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
198,198,LRFN5,0.0010703281086749,MajorDepressiveDisorder,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
198,198,LRFN5,0.0010703281086749,OCD,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
198,198,LRFN5,0.0010703281086749,Schizophrenia,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
198,198,LRFN5,0.0010703281086749,TouretteSyndrome,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
198,198,LRFN5,0.0010703281086749,UnipolarDepression,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
204,204,PTPRF,0.0010429659664337,AnorexiaNervosa,ENSG00000142949,Tier 2,PTPRF,1,43990858.0,44089343.0,1.0,"protein tyrosine phosphatase, receptor type, F [Source:HGNC Symbol;Acc:9670]",2.0,1.0,1.0,1.0
