,index,gene,pagerank_score,source_disease,ensembl_gene_id,druggability_tier,hgnc_names,chr_b37,start_b37,end_b37,strand,description,no_of_gwas_regions,small_mol_druggable,bio_druggable,adme_gene
89,89,ADO,0.0018730748735651,NarcolepsyCataplexy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
89,89,ADO,0.0018730748735651,Narcolepsy,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
90,90,GFRA2,0.0018730748735651,FrontotemporalDementia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
91,91,STAT6,0.0018645097468887,MigraineDisorder,ENSG00000166888,Tier 2,STAT6,12,57489191.0,57525922.0,-1.0,"signal transducer and activator of transcription 6, interleukin-4 induced [Source:HGNC Symbol;Acc:11368]",8.0,1.0,0.6,0.6
91,91,STAT6,0.0018645097468887,MigraineWithAura,ENSG00000166888,Tier 2,STAT6,12,57489191.0,57525922.0,-1.0,"signal transducer and activator of transcription 6, interleukin-4 induced [Source:HGNC Symbol;Acc:11368]",8.0,1.0,0.6,0.6
91,91,STAT6,0.0018645097468887,Schizophrenia,ENSG00000166888,Tier 2,STAT6,12,57489191.0,57525922.0,-1.0,"signal transducer and activator of transcription 6, interleukin-4 induced [Source:HGNC Symbol;Acc:11368]",8.0,1.0,0.6,0.6
92,92,LCK,0.0018453497439253,MS,ENSG00000182866,Tier 1,LCK,1,32716840.0,32751766.0,1.0,lymphocyte-specific protein tyrosine kinase [Source:HGNC Symbol;Acc:6524],0.0,1.0,0.6,0.6
93,93,DCC,0.0018265507099591,AnorexiaNervosa,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
93,93,DCC,0.0018265507099591,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
93,93,DCC,0.0018265507099591,MajorDepressiveDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
93,93,DCC,0.0018265507099591,NeuroticDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
93,93,DCC,0.0018265507099591,OCD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
93,93,DCC,0.0018265507099591,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
93,93,DCC,0.0018265507099591,TouretteSyndrome,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
93,93,DCC,0.0018265507099591,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
94,94,CD8B,0.0017934292543208,ProgressiveSupranuclearPalsy,ENSG00000172116,Tier 3A,CD8B,2,87042462.0,87089047.0,-1.0,CD8b molecule [Source:HGNC Symbol;Acc:1707],1.0,0.6,1.0,0.6
95,95,DKK1,0.0017785748685266,Schizophrenia,ENSG00000107984,Tier 1,DKK1,10,54074056.0,54077802.0,1.0,dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:2891],0.0,1.0,1.0,0.6
96,96,APP,0.0017689816407579,AD,ENSG00000142192,Tier 1,APP,21,27252861.0,27543446.0,-1.0,amyloid beta (A4) precursor protein [Source:HGNC Symbol;Acc:620],0.0,1.0,1.0,0.6
97,97,HP,0.0017417325921946,AnorexiaNervosa,ENSG00000257017,Tier 3A,HP,16,72088491.0,72094954.0,1.0,haptoglobin [Source:HGNC Symbol;Acc:5141],7.0,0.6,1.0,0.6
97,97,HP,0.0017417325921946,BipolarDisorder,ENSG00000257017,Tier 3A,HP,16,72088491.0,72094954.0,1.0,haptoglobin [Source:HGNC Symbol;Acc:5141],7.0,0.6,1.0,0.6
97,97,HP,0.0017417325921946,OCD,ENSG00000257017,Tier 3A,HP,16,72088491.0,72094954.0,1.0,haptoglobin [Source:HGNC Symbol;Acc:5141],7.0,0.6,1.0,0.6
97,97,HP,0.0017417325921946,Schizophrenia,ENSG00000257017,Tier 3A,HP,16,72088491.0,72094954.0,1.0,haptoglobin [Source:HGNC Symbol;Acc:5141],7.0,0.6,1.0,0.6
97,97,HP,0.0017417325921946,TouretteSyndrome,ENSG00000257017,Tier 3A,HP,16,72088491.0,72094954.0,1.0,haptoglobin [Source:HGNC Symbol;Acc:5141],7.0,0.6,1.0,0.6
97,97,HP,0.0017417325921946,UnipolarDepression,ENSG00000257017,Tier 3A,HP,16,72088491.0,72094954.0,1.0,haptoglobin [Source:HGNC Symbol;Acc:5141],7.0,0.6,1.0,0.6
98,98,NOTCH3,0.001733600418996,MigraineDisorder,ENSG00000074181,Tier 3B,NOTCH3,19,15270444.0,15311792.0,-1.0,notch 3 [Source:HGNC Symbol;Acc:7883],0.0,0.6,1.0,0.6
98,98,NOTCH3,0.001733600418996,MigraineWithAura,ENSG00000074181,Tier 3B,NOTCH3,19,15270444.0,15311792.0,-1.0,notch 3 [Source:HGNC Symbol;Acc:7883],0.0,0.6,1.0,0.6
100,100,IAPP,0.0017044455121994,ProgressiveSupranuclearPalsy,ENSG00000121351,Tier 1,IAPP,12,21507893.0,21532912.0,1.0,islet amyloid polypeptide [Source:HGNC Symbol;Acc:5329],0.0,0.6,1.0,1.0
101,101,FGF23,0.00168348567589,MigraineDisorder,ENSG00000118972,Tier 3B,FGF23,12,4477393.0,4488894.0,-1.0,fibroblast growth factor 23 [Source:HGNC Symbol;Acc:3680],0.0,0.6,1.0,0.6
102,102,FGF20,0.00168348567589,PD,ENSG00000078579,Tier 3B,FGF20,8,16849678.0,16859690.0,-1.0,fibroblast growth factor 20 [Source:HGNC Symbol;Acc:3677],0.0,0.6,1.0,0.6
109,109,BMP8A,0.0016356179669179,MigraineDisorder,ENSG00000183682,Tier 3A,BMP8A,1,39957318.0,39991607.0,1.0,bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:21650],4.0,0.6,1.0,0.6
110,110,MAP3K14,0.0015797499672406,MS,ENSG00000006062,Tier 2,MAP3K14,17,43340488.0,43394414.0,-1.0,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:6853],0.0,1.0,0.6,0.6
112,112,FGF6,0.001573751365807,MigraineDisorder,ENSG00000111241,Tier 3B,FGF6,12,4537321.0,4554780.0,-1.0,fibroblast growth factor 6 [Source:HGNC Symbol;Acc:3684],0.0,0.6,1.0,0.6
113,113,CALCB,0.0015677461514887,MigraineDisorder,ENSG00000175868,Tier 3A,CALCB,11,14926543.0,15103888.0,1.0,calcitonin-related polypeptide beta [Source:HGNC Symbol;Acc:1438],4.0,0.6,1.0,0.6
116,116,PMCH,0.0015304213448598,RestlessLeg,ENSG00000183395,Tier 3B,PMCH,12,102590237.0,102591623.0,-1.0,pro-melanin-concentrating hormone [Source:HGNC Symbol;Acc:9109],3.0,0.6,1.0,0.6
117,117,NOTCH4,0.0015139947431411,MigraineDisorder,ENSG00000204301,Tier 3A,NOTCH4,6,32162620.0,32191844.0,-1.0,notch 4 [Source:HGNC Symbol;Acc:7884],61.0,0.6,1.0,0.6
117,117,NOTCH4,0.0015139947431411,Schizophrenia,ENSG00000204301,Tier 3A,NOTCH4,6,32162620.0,32191844.0,-1.0,notch 4 [Source:HGNC Symbol;Acc:7884],61.0,0.6,1.0,0.6
118,118,NMB,0.0015128475913572,AnorexiaNervosa,ENSG00000197696,Tier 3B,NMB,15,85198360.0,85201794.0,-1.0,neuromedin B [Source:HGNC Symbol;Acc:7842],1.0,0.6,1.0,0.6
118,118,NMB,0.0015128475913572,BipolarDisorder,ENSG00000197696,Tier 3B,NMB,15,85198360.0,85201794.0,-1.0,neuromedin B [Source:HGNC Symbol;Acc:7842],1.0,0.6,1.0,0.6
118,118,NMB,0.0015128475913572,OCD,ENSG00000197696,Tier 3B,NMB,15,85198360.0,85201794.0,-1.0,neuromedin B [Source:HGNC Symbol;Acc:7842],1.0,0.6,1.0,0.6
118,118,NMB,0.0015128475913572,Schizophrenia,ENSG00000197696,Tier 3B,NMB,15,85198360.0,85201794.0,-1.0,neuromedin B [Source:HGNC Symbol;Acc:7842],1.0,0.6,1.0,0.6
118,118,NMB,0.0015128475913572,TouretteSyndrome,ENSG00000197696,Tier 3B,NMB,15,85198360.0,85201794.0,-1.0,neuromedin B [Source:HGNC Symbol;Acc:7842],1.0,0.6,1.0,0.6
118,118,NMB,0.0015128475913572,UnipolarDepression,ENSG00000197696,Tier 3B,NMB,15,85198360.0,85201794.0,-1.0,neuromedin B [Source:HGNC Symbol;Acc:7842],1.0,0.6,1.0,0.6
120,120,PRKD1,0.0015085159054531,BipolarDisorder,ENSG00000184304,Tier 1,PRKD1,14,30045687.0,30661104.0,-1.0,protein kinase D1 [Source:HGNC Symbol;Acc:9407],2.0,1.0,0.6,0.6
120,120,PRKD1,0.0015085159054531,Schizophrenia,ENSG00000184304,Tier 1,PRKD1,14,30045687.0,30661104.0,-1.0,protein kinase D1 [Source:HGNC Symbol;Acc:9407],2.0,1.0,0.6,0.6
121,121,TNFSF14,0.0014952043926456,MS,ENSG00000125735,Tier 1,TNFSF14,19,6663148.0,6670599.0,-1.0,"tumor necrosis factor (ligand) superfamily, member 14 [Source:HGNC Symbol;Acc:11930]",1.0,0.6,1.0,0.6
124,124,SERPINF1,0.0014654286183778,AD,ENSG00000132386,Tier 3A,SERPINF1,17,1665253.0,1680868.0,1.0,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 [Source:HGNC Symbol;Acc:8824]",0.0,0.6,1.0,0.6
126,126,FSHB,0.0014236891784204,MigraineDisorder,ENSG00000131808,Tier 3B,FSHB,11,30252563.0,30256808.0,1.0,"follicle stimulating hormone, beta polypeptide [Source:HGNC Symbol;Acc:3964]",1.0,0.6,1.0,0.6
126,126,FSHB,0.0014236891784204,Schizophrenia,ENSG00000131808,Tier 3B,FSHB,11,30252563.0,30256808.0,1.0,"follicle stimulating hormone, beta polypeptide [Source:HGNC Symbol;Acc:3964]",1.0,0.6,1.0,0.6
127,127,CSF3R,0.0014214493765917,AnorexiaNervosa,ENSG00000119535,Tier 1,CSF3R,1,36931644.0,36948879.0,-1.0,colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:2439],0.0,0.6,1.0,0.6
127,127,CSF3R,0.0014214493765917,BipolarDisorder,ENSG00000119535,Tier 1,CSF3R,1,36931644.0,36948879.0,-1.0,colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:2439],0.0,0.6,1.0,0.6
127,127,CSF3R,0.0014214493765917,MajorDepressiveDisorder,ENSG00000119535,Tier 1,CSF3R,1,36931644.0,36948879.0,-1.0,colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:2439],0.0,0.6,1.0,0.6
127,127,CSF3R,0.0014214493765917,NeuroticDisorder,ENSG00000119535,Tier 1,CSF3R,1,36931644.0,36948879.0,-1.0,colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:2439],0.0,0.6,1.0,0.6
127,127,CSF3R,0.0014214493765917,OCD,ENSG00000119535,Tier 1,CSF3R,1,36931644.0,36948879.0,-1.0,colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:2439],0.0,0.6,1.0,0.6
127,127,CSF3R,0.0014214493765917,Schizophrenia,ENSG00000119535,Tier 1,CSF3R,1,36931644.0,36948879.0,-1.0,colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:2439],0.0,0.6,1.0,0.6
127,127,CSF3R,0.0014214493765917,TouretteSyndrome,ENSG00000119535,Tier 1,CSF3R,1,36931644.0,36948879.0,-1.0,colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:2439],0.0,0.6,1.0,0.6
127,127,CSF3R,0.0014214493765917,UnipolarDepression,ENSG00000119535,Tier 1,CSF3R,1,36931644.0,36948879.0,-1.0,colony stimulating factor 3 receptor (granulocyte) [Source:HGNC Symbol;Acc:2439],0.0,0.6,1.0,0.6
128,128,PDCD1,0.001415643514116,BrainAneurysm,ENSG00000188389,Tier 1,PDCD1,2,242792033.0,242801060.0,-1.0,programmed cell death 1 [Source:HGNC Symbol;Acc:8760],0.0,0.6,1.0,0.6
128,128,PDCD1,0.001415643514116,MS,ENSG00000188389,Tier 1,PDCD1,2,242792033.0,242801060.0,-1.0,programmed cell death 1 [Source:HGNC Symbol;Acc:8760],0.0,0.6,1.0,0.6
129,129,PTCH1,0.0014137475543724,NeuroticDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
129,129,PTCH1,0.0014137475543724,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
132,132,CDH5,0.0013949267602478,AnorexiaNervosa,ENSG00000179776,Tier 3B,CDH5,16,66400533.0,66438686.0,1.0,"cadherin 5, type 2 (vascular endothelium) [Source:HGNC Symbol;Acc:1764]",0.0,0.6,1.0,0.6
132,132,CDH5,0.0013949267602478,BipolarDisorder,ENSG00000179776,Tier 3B,CDH5,16,66400533.0,66438686.0,1.0,"cadherin 5, type 2 (vascular endothelium) [Source:HGNC Symbol;Acc:1764]",0.0,0.6,1.0,0.6
132,132,CDH5,0.0013949267602478,OCD,ENSG00000179776,Tier 3B,CDH5,16,66400533.0,66438686.0,1.0,"cadherin 5, type 2 (vascular endothelium) [Source:HGNC Symbol;Acc:1764]",0.0,0.6,1.0,0.6
132,132,CDH5,0.0013949267602478,Schizophrenia,ENSG00000179776,Tier 3B,CDH5,16,66400533.0,66438686.0,1.0,"cadherin 5, type 2 (vascular endothelium) [Source:HGNC Symbol;Acc:1764]",0.0,0.6,1.0,0.6
132,132,CDH5,0.0013949267602478,TouretteSyndrome,ENSG00000179776,Tier 3B,CDH5,16,66400533.0,66438686.0,1.0,"cadherin 5, type 2 (vascular endothelium) [Source:HGNC Symbol;Acc:1764]",0.0,0.6,1.0,0.6
132,132,CDH5,0.0013949267602478,UnipolarDepression,ENSG00000179776,Tier 3B,CDH5,16,66400533.0,66438686.0,1.0,"cadherin 5, type 2 (vascular endothelium) [Source:HGNC Symbol;Acc:1764]",0.0,0.6,1.0,0.6
133,133,CD28,0.0013861668777606,MS,ENSG00000178562,Tier 1,CD28,2,204571198.0,204603635.0,1.0,CD28 molecule [Source:HGNC Symbol;Acc:1653],2.0,0.6,1.0,0.6
135,135,NLGN1,0.0013784690124864,UnipolarDepression,ENSG00000169760,Tier 3B,NLGN1,3,173114074.0,174004434.0,1.0,neuroligin 1 [Source:HGNC Symbol;Acc:14291],0.0,1.0,0.6,0.6
136,136,TGFBR2,0.0013781667555573,MigraineDisorder,ENSG00000163513,Tier 1,TGFBR2,3,30647994.0,30735634.0,1.0,"transforming growth factor, beta receptor II (70/80kDa) [Source:HGNC Symbol;Acc:11773]",1.0,1.0,1.0,0.6
136,136,TGFBR2,0.0013781667555573,Schizophrenia,ENSG00000163513,Tier 1,TGFBR2,3,30647994.0,30735634.0,1.0,"transforming growth factor, beta receptor II (70/80kDa) [Source:HGNC Symbol;Acc:11773]",1.0,1.0,1.0,0.6
138,138,DAG1,0.0013702809504555,UnipolarDepression,ENSG00000173402,Tier 3B,DAG1,3,49506146.0,49573048.0,1.0,dystroglycan 1 (dystrophin-associated glycoprotein 1) [Source:HGNC Symbol;Acc:2666],11.0,0.6,1.0,0.6
140,140,ADCY1,0.0013611151586414,BipolarDisorder,ENSG00000164742,Tier 1,ADCY1,7,45613739.0,45762715.0,1.0,adenylate cyclase 1 (brain) [Source:HGNC Symbol;Acc:232],0.0,1.0,0.6,0.6
140,140,ADCY1,0.0013611151586414,Schizophrenia,ENSG00000164742,Tier 1,ADCY1,7,45613739.0,45762715.0,1.0,adenylate cyclase 1 (brain) [Source:HGNC Symbol;Acc:232],0.0,1.0,0.6,0.6
143,143,CSF2RB,0.0013510875330428,MS,ENSG00000100368,Tier 3A,CSF2RB,22,37309670.0,37336491.0,1.0,"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) [Source:HGNC Symbol;Acc:2436]",0.0,0.6,1.0,0.6
145,145,IL20RA,0.0013385231772622,MS,ENSG00000016402,Tier 3B,IL20RA,6,137321108.0,137366298.0,-1.0,"interleukin 20 receptor, alpha [Source:HGNC Symbol;Acc:6003]",0.0,0.6,1.0,0.6
146,146,DSCAM,0.0013283105144738,BrainAneurysm,ENSG00000171587,Tier 3A,DSCAM,21,41382926.0,42219065.0,-1.0,Down syndrome cell adhesion molecule [Source:HGNC Symbol;Acc:3039],0.0,0.6,1.0,0.6
147,147,IL2RA,0.0013250186731772,MS,ENSG00000134460,Tier 1,IL2RA,10,6052652.0,6104288.0,-1.0,"interleukin 2 receptor, alpha [Source:HGNC Symbol;Acc:6008]",16.0,0.6,1.0,0.6
151,151,BMP3,0.0012727445628751,Schizophrenia,ENSG00000152785,Tier 3A,BMP3,4,81952119.0,81978685.0,1.0,bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:1070],0.0,0.6,1.0,0.6
152,152,SEMA3A,0.0012713120692266,UnipolarDepression,ENSG00000075213,Tier 3A,SEMA3A,7,83585093.0,84122040.0,-1.0,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A [Source:HGNC Symbol;Acc:10723]",1.0,0.6,1.0,0.6
153,153,GRIA1,0.0012591432840274,AnorexiaNervosa,ENSG00000155511,Tier 1,GRIA1,5,152869175.0,153193429.0,1.0,"glutamate receptor, ionotropic, AMPA 1 [Source:HGNC Symbol;Acc:4571]",1.0,1.0,1.0,0.6
153,153,GRIA1,0.0012591432840274,BipolarDisorder,ENSG00000155511,Tier 1,GRIA1,5,152869175.0,153193429.0,1.0,"glutamate receptor, ionotropic, AMPA 1 [Source:HGNC Symbol;Acc:4571]",1.0,1.0,1.0,0.6
153,153,GRIA1,0.0012591432840274,OCD,ENSG00000155511,Tier 1,GRIA1,5,152869175.0,153193429.0,1.0,"glutamate receptor, ionotropic, AMPA 1 [Source:HGNC Symbol;Acc:4571]",1.0,1.0,1.0,0.6
153,153,GRIA1,0.0012591432840274,Schizophrenia,ENSG00000155511,Tier 1,GRIA1,5,152869175.0,153193429.0,1.0,"glutamate receptor, ionotropic, AMPA 1 [Source:HGNC Symbol;Acc:4571]",1.0,1.0,1.0,0.6
153,153,GRIA1,0.0012591432840274,TouretteSyndrome,ENSG00000155511,Tier 1,GRIA1,5,152869175.0,153193429.0,1.0,"glutamate receptor, ionotropic, AMPA 1 [Source:HGNC Symbol;Acc:4571]",1.0,1.0,1.0,0.6
153,153,GRIA1,0.0012591432840274,UnipolarDepression,ENSG00000155511,Tier 1,GRIA1,5,152869175.0,153193429.0,1.0,"glutamate receptor, ionotropic, AMPA 1 [Source:HGNC Symbol;Acc:4571]",1.0,1.0,1.0,0.6
155,155,PTPRD,0.0012451897853867,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
157,157,SV2C,0.0012050186567497,PD,ENSG00000122012,Tier 2,SV2C,5,75378997.0,75649764.0,1.0,synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:30670],0.0,1.0,0.6,0.6
158,158,CD47,0.0011925724637226,BipolarDisorder,ENSG00000196776,Tier 3B,CD47,3,107762145.0,107809872.0,-1.0,CD47 molecule [Source:HGNC Symbol;Acc:1682],0.0,0.6,1.0,0.6
158,158,CD47,0.0011925724637226,TouretteSyndrome,ENSG00000196776,Tier 3B,CD47,3,107762145.0,107809872.0,-1.0,CD47 molecule [Source:HGNC Symbol;Acc:1682],0.0,0.6,1.0,0.6
159,159,FLRT3,0.0011700680972665,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
160,160,HCRT,0.0011688211583572,NarcolepsyCataplexy,ENSG00000161610,Tier 3B,HCRT,17,40336078.0,40337470.0,-1.0,hypocretin (orexin) neuropeptide precursor [Source:HGNC Symbol;Acc:4847],0.0,0.6,1.0,0.6
160,160,HCRT,0.0011688211583572,Narcolepsy,ENSG00000161610,Tier 3B,HCRT,17,40336078.0,40337470.0,-1.0,hypocretin (orexin) neuropeptide precursor [Source:HGNC Symbol;Acc:4847],0.0,0.6,1.0,0.6
161,161,STAB1,0.0011526203091492,BipolarDisorder,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
161,161,STAB1,0.0011526203091492,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
162,162,NMUR2,0.0011526203091492,AnorexiaNervosa,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,0.6
162,162,NMUR2,0.0011526203091492,BipolarDisorder,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,0.6
162,162,NMUR2,0.0011526203091492,MigraineDisorder,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,0.6
162,162,NMUR2,0.0011526203091492,OCD,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,0.6
162,162,NMUR2,0.0011526203091492,Schizophrenia,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,0.6
162,162,NMUR2,0.0011526203091492,TouretteSyndrome,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,0.6
162,162,NMUR2,0.0011526203091492,UnipolarDepression,ENSG00000132911,Tier 3B,NMUR2,5,151771093.0,151812929.0,-1.0,neuromedin U receptor 2 [Source:HGNC Symbol;Acc:16454],0.0,1.0,1.0,0.6
163,163,NPBWR2,0.0011526203091492,RestlessLeg,ENSG00000125522,Tier 3B,NPBWR2,20,62737173.0,62738524.0,-1.0,neuropeptides B/W receptor 2 [Source:HGNC Symbol;Acc:4530],0.0,1.0,1.0,0.6
164,164,EPHA1,0.0011512514157419,AD,ENSG00000146904,Tier 1,EPHA1,7,143087382.0,143105985.0,-1.0,EPH receptor A1 [Source:HGNC Symbol;Acc:3385],1.0,1.0,0.6,0.6
166,166,CD40,0.0011382156024567,MS,ENSG00000101017,Tier 1,CD40,20,44746911.0,44758502.0,1.0,"CD40 molecule, TNF receptor superfamily member 5 [Source:HGNC Symbol;Acc:11919]",7.0,0.6,1.0,0.6
166,166,CD40,0.0011382156024567,UnipolarDepression,ENSG00000101017,Tier 1,CD40,20,44746911.0,44758502.0,1.0,"CD40 molecule, TNF receptor superfamily member 5 [Source:HGNC Symbol;Acc:11919]",7.0,0.6,1.0,0.6
171,171,UNC5A,0.0011270840189319,OCD,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
172,172,GRN,0.0011252446503824,AD,ENSG00000030582,Tier 3A,GRN,17,42422614.0,42430470.0,1.0,granulin [Source:HGNC Symbol;Acc:4601],1.0,0.6,1.0,0.6
172,172,GRN,0.0011252446503824,FrontotemporalDementia,ENSG00000030582,Tier 3A,GRN,17,42422614.0,42430470.0,1.0,granulin [Source:HGNC Symbol;Acc:4601],1.0,0.6,1.0,0.6
174,174,BTN1A1,0.0011193697623225,BipolarDisorder,ENSG00000124557,Tier 3A,BTN1A1,6,26501449.0,26510650.0,1.0,"butyrophilin, subfamily 1, member A1 [Source:HGNC Symbol;Acc:1135]",1.0,0.6,1.0,0.6
174,174,BTN1A1,0.0011193697623225,UnipolarDepression,ENSG00000124557,Tier 3A,BTN1A1,6,26501449.0,26510650.0,1.0,"butyrophilin, subfamily 1, member A1 [Source:HGNC Symbol;Acc:1135]",1.0,0.6,1.0,0.6
175,175,CD69,0.0011140670228194,MS,ENSG00000110848,Tier 3A,CD69,12,9905082.0,9913497.0,-1.0,CD69 molecule [Source:HGNC Symbol;Acc:1694],1.0,0.6,1.0,0.6
176,176,KL,0.0011087546854933,BrainAneurysm,ENSG00000133116,Tier 3B,KL,13,33590207.0,33640282.0,1.0,klotho [Source:HGNC Symbol;Acc:6344],0.0,0.6,1.0,0.6
177,177,EDNRA,0.0011060376493475,BrainAneurysm,ENSG00000151617,Tier 1,EDNRA,4,148402069.0,148466106.0,1.0,endothelin receptor type A [Source:HGNC Symbol;Acc:3179],2.0,1.0,1.0,0.6
179,179,ROBO2,0.0011012254178074,Schizophrenia,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
179,179,ROBO2,0.0011012254178074,UnipolarDepression,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
180,180,PTPRG,0.0011003735605118,AD,ENSG00000144724,Tier 3A,PTPRG,3,61547243.0,62283288.0,1.0,"protein tyrosine phosphatase, receptor type, G [Source:HGNC Symbol;Acc:9671]",0.0,1.0,1.0,0.6
182,182,TACR3,0.0010685648108598,UnipolarDepression,ENSG00000169836,Tier 1,TACR3,4,104507188.0,104640973.0,-1.0,tachykinin receptor 3 [Source:HGNC Symbol;Acc:11528],1.0,1.0,1.0,0.6
183,183,IL21,0.0010676016973118,BipolarDisorder,ENSG00000138684,Tier 3A,IL21,4,123533783.0,123542224.0,-1.0,interleukin 21 [Source:HGNC Symbol;Acc:6005],9.0,0.6,1.0,0.6
191,191,PTPRK,0.0010349675292469,MS,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
193,193,NOS1,0.0010341726137663,NeuroticDisorder,ENSG00000089250,Tier 1,NOS1,12,117645947.0,117889975.0,-1.0,nitric oxide synthase 1 (neuronal) [Source:HGNC Symbol;Acc:7872],0.0,1.0,0.6,1.0
193,193,NOS1,0.0010341726137663,Schizophrenia,ENSG00000089250,Tier 1,NOS1,12,117645947.0,117889975.0,-1.0,nitric oxide synthase 1 (neuronal) [Source:HGNC Symbol;Acc:7872],0.0,1.0,0.6,1.0
193,193,NOS1,0.0010341726137663,UnipolarDepression,ENSG00000089250,Tier 1,NOS1,12,117645947.0,117889975.0,-1.0,nitric oxide synthase 1 (neuronal) [Source:HGNC Symbol;Acc:7872],0.0,1.0,0.6,1.0
195,195,TGFBR3,0.001023649092478,MS,ENSG00000069702,Tier 3A,TGFBR3,1,92145902.0,92371892.0,-1.0,"transforming growth factor, beta receptor III [Source:HGNC Symbol;Acc:11774]",0.0,0.6,1.0,0.6
196,196,OPRD1,0.0010222480427335,Schizophrenia,ENSG00000116329,Tier 1,OPRD1,1,29138654.0,29190208.0,1.0,"opioid receptor, delta 1 [Source:HGNC Symbol;Acc:8153]",0.0,1.0,0.6,0.6
197,197,IL7,0.001021700345373,MS,ENSG00000104432,Tier 3A,IL7,8,79587978.0,79717758.0,-1.0,interleukin 7 [Source:HGNC Symbol;Acc:6023],0.0,0.6,1.0,0.6
202,202,EPHA5,0.0010070239918862,Schizophrenia,ENSG00000145242,Tier 1,EPHA5,4,66185281.0,66536213.0,-1.0,EPH receptor A5 [Source:HGNC Symbol;Acc:3389],0.0,1.0,1.0,0.6
